#Digilent WaveForms Oscilloscope Acquisition
#Device Name: DiscoveryStudio
#Serial Number: SN:210384B8330D
#Date Time: 2026-04-13 15:41:56.445
#Sample rate: 1600Hz
#Samples: 10587
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 50 mV/div Offset: -100 mV Sample Mode: Average
#Channel 2: Range: 100 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-81.92,-0.1489033619211808,0.0926470488384136
-81.919375,-0.1612875191491809,0.09736871020500851
-81.91875,-0.1612875191491809,0.09736871020500851
-81.918125,-0.1609528121970728,0.09736871020500851
-81.9175,-0.1609528121970728,0.09736871020500851
-81.916875,-0.1606181052449647,0.09736871020500851
-81.91625000000001,-0.1606181052449647,0.09736871020500851
-81.91562500000001,-0.1602833982928614,0.09736871020500851
-81.91500000000001,-0.1602833982928565,0.09736871020500851
-81.91437500000001,-0.1602833982928565,0.09736871020500851
-81.91374999999999,-0.1606181052449647,0.09736871020500851
-81.91312499999999,-0.1606181052449647,0.09736871020500851
-81.91249999999999,-0.1606181052449598,0.09736871020500851
-81.91187499999999,-0.1602833982928565,0.09736871020500851
-81.91125,-0.1602833982928565,0.09736871020500851
-81.910625,-0.1606181052449647,0.09736871020500851
-81.91,-0.1606181052449647,0.09736871020500851
-81.909375,-0.1609528121970728,0.09736871020500851
-81.90875,-0.1612875191491809,0.09736871020500851
-81.908125,-0.161622226101289,0.09736871020500851
-81.9075,-0.1619569330533971,0.09736871020500851
-81.906875,-0.1622916400055052,0.09736871020500851
-81.90625,-0.1622916400055052,0.09736871020500851
-81.905625,-0.1619569330533971,0.09736871020500851
-81.905,-0.1619569330533971,0.09736871020500851
-81.904375,-0.161622226101289,0.09736871020500851
-81.90375,-0.1612875191491809,0.09736871020500851
-81.903125,-0.1612875191491809,0.09703144867882316
-81.9025,-0.1612875191491809,0.09703144867882316
-81.901875,-0.1609528121970728,0.09703144867882316
-81.90125,-0.1609528121970728,0.09703144867882316
-81.90062500000001,-0.1609528121970728,0.09736871020500359
-81.90000000000001,-0.161287519149176,0.09770597173118895
-81.89937500000001,-0.1609528121970777,0.09770597173119386
-81.89875000000001,-0.1609528121970728,0.09770597173119386
-81.89812499999999,-0.1606181052449598,0.09770597173119386
-81.89749999999999,-0.1602833982928565,0.09770597173119386
-81.89687499999999,-0.1602833982928517,0.09770597173119386
-81.89624999999999,-0.1599486913407533,0.09770597173118895
-81.895625,-0.1602833982928565,0.09736871020500851
-81.895,-0.1602833982928565,0.09770597173119386
-81.894375,-0.1602833982928565,0.09770597173119386
-81.89375,-0.1602833982928565,0.09770597173119386
-81.893125,-0.1599486913407485,0.09770597173119386
-81.8925,-0.1599486913407485,0.09770597173119386
-81.891875,-0.1599486913407485,0.09770597173119386
-81.89125,-0.1602833982928565,0.09770597173119386
-81.890625,-0.1606181052449647,0.09770597173119386
-81.89,-0.1609528121970728,0.09770597173119386
-81.889375,-0.1612875191491809,0.09736871020500851
-81.88875,-0.161622226101289,0.09770597173119386
-81.888125,-0.161622226101289,0.09736871020500851
-81.8875,-0.1612875191491809,0.09736871020500851
-81.886875,-0.1609528121970728,0.09736871020500851
-81.88625,-0.1606181052449647,0.09736871020500851
-81.885625,-0.1602833982928565,0.09736871020500851
-81.88500000000001,-0.1602833982928565,0.09736871020500851
-81.88437500000001,-0.1602833982928565,0.09736871020500851
-81.88375000000001,-0.1606181052449598,0.09736871020500851
-81.88312500000001,-0.1609528121970679,0.09736871020500851
-81.88249999999999,-0.1606181052449647,0.09736871020501342
