Time (s),Channel 1 (V),Channel 2 (V)
-81.92,-0.005050569113930847,0.009680713396817392
-81.919375,-0.02981888356993113,0.05959541927224925
-81.91875,-0.03015359052203924,0.05959541927224925
-81.918125,-0.02981888356993113,0.05993268079843461
-81.9175,-0.02981888356993113,0.05959541927224925
-81.916875,-0.03015359052203924,0.05959541927224925
-81.91625000000001,-0.03015359052203924,0.05959541927224925
-81.91562500000001,-0.02479827928838738,0.05757185011516661
-81.91500000000001,-0.02245533062358676,0.05689732706277627
-81.91437500000001,-0.0211165028151397,0.05588554248422513
-81.91374999999999,-0.02245533062350396,0.05588554248420059
-81.91312499999999,-0.01910826110248616,0.0552110194318397
-81.91249999999999,-0.02011238195876666,0.0552110194318348
-81.91187499999999,-0.01810414024617643,0.05487375790566417
-81.91125,-0.02011238195879588,0.05554828095802505
-81.910625,-0.0207817958630121,0.07139957268873653
-81.91,-0.02044708891090399,0.07207409574110724
-81.909375,-0.01977767500668777,0.07241135726729259
-81.90875,-0.01944296805457966,0.07241135726729259
-81.908125,-0.01944296805457966,0.07241135726729259
-81.9075,-0.01977767500668777,0.07241135726729259
-81.906875,-0.02178591671933644,0.07207409574110724
-81.90625,-0.02212062367144455,0.06397981911265882
-81.905625,-0.02212062367144455,0.0558855424842104
-81.905,-0.01843884719825532,0.0552110194318397
-81.904375,-0.01910826110247155,0.05554828095802505
-81.90375,-0.01944296805457966,0.05554828095802505
-81.903125,-0.01910826110247155,0.05554828095802505
-81.9025,-0.01944296805457966,0.0552110194318397
-81.901875,-0.02044708891090399,0.0552110194318397
-81.90125,-0.02044708891090399,0.0552110194318397
-81.90062500000001,-0.02011238195880075,0.05554828095802015
-81.90000000000001,-0.02011238195879588,0.0558855424842055
-81.89937500000001,-0.02011238195879588,0.05554828095802996
-81.89875000000001,-0.01977767500669264,0.05554828095802505
-81.89812499999999,-0.0187735541504024,0.05554828095802996
-81.89749999999999,-0.02145120976729165,0.05588554248422513
-81.89687499999999,-0.02580240014454611,0.05689732706274192
-81.89624999999999,-0.01977767500665368,0.05521101943182988
-81.895625,-0.01743472634193099,0.054536496379469
-81.895,-0.0207817958630121,0.06667791132214163
-81.894375,-0.0207817958630121,0.07106231116255118
-81.89375,-0.02111650281512022,0.07106231116255118
-81.893125,-0.02145120976722833,0.06499160369121487
-81.8925,-0.02279003757566078,0.05757185011513716
-81.891875,-0.02379415843198511,0.06161898842936136
-81.89125,-0.02513298624041756,0.06499160369121487
-81.890625,-0.02479827928830945,0.06465434216502952
-81.89,-0.02513298624041756,0.06465434216502952
-81.889375,-0.023459451479877,0.05689732706276646
-81.88875,-0.02479827928830945,0.05892089621987856
-81.888125,-0.02212062367144455,0.07038778811018048
-81.8875,-0.02379415843198511,0.06971326505780978
-81.886875,-0.02111650281512022,0.06263077300791742
-81.88625,-0.02111650281512022,0.0558855424842104
-81.885625,-0.02714122795306623,0.05824637316750786
-81.88500000000001,-0.02881476271358244,0.05892089621986874
-81.88437500000001,-0.030488297474123,0.05959541927223944
-81.88375000000001,-0.02111650281525659,0.05656006553662528
-81.88312500000001,-0.02044708891091374,0.05656006553658111
-81.88249999999999,-0.02078179586302185,0.05656006553658601
-81.88187499999999,-0.02145120976722346,0.05689732706276646
-81.88124999999999,-0.02111650281511535,0.05689732706276155
-81.88062499999999,-0.02078179586306081,0.05656006553659583
-81.88,-0.02412886538409322,0.05757185011513716
-81.879375,-0.02580240014463379,0.05790911164132251
-81.87875,-0.02212062367144455,0.05723458858895181
-81.878125,-0.02312474452776889,0.06566612674358557
-81.8775,-0.02145120976722833,0.07173683421492189
-81.876875,-0.02011238195879588,0.07173683421492189
-81.87625,-0.01977767500668777,0.07173683421492189
-81.875625,-0.02245533062355266,0.06263077300791742
-81.875,-0.02178591671933644,0.0558855424842104
-81.874375,-0.01676531243771476,0.0552110194318397
-81.87375,-0.01442236377295798,0.0552110194318397
-81.873125,-0.02111650281512022,0.05656006553658111
-81.8725,-0.02412886538409322,0.05656006553658111
-81.871875,-0.01910826110247155,0.0552110194318397
-81.87125,-0.01843884719825532,0.05487375790565435
-81.870625,-0.02245533062355266,0.05656006553658111
-81.87,-0.0207817958630121,0.0558855424842104
-81.86937500000001,-0.01843884719828942,0.05521101943184952
-81.86875000000001,-0.01977767500666829,0.05554828095802015
-81.86812500000001,-0.02044708891089425,0.0558855424842055
-81.86750000000001,-0.02078179586300723,0.05622280401039085
-81.86687499999999,-0.02111650281512022,0.05622280401039575
-81.86624999999999,-0.02111650281512022,0.05622280401039085
-81.86562499999999,-0.02111650281511047,0.0558855424842104
-81.86499999999999,-0.02044708891089425,0.0558855424842055
-81.864375,-0.01977767500668777,0.05554828095802505
-81.86375,-0.01944296805457966,0.05554828095802505
-81.863125,-0.01944296805457966,0.05622280401039575
-81.8625,-0.02412886538409322,0.06364255758647347
-81.861875,-0.02312474452776889,0.07106231116255118
-81.86125,-0.02111650281512022,0.07173683421492189
-81.860625,-0.02279003757566078,0.06195624995554671
-81.86,-0.02044708891090399,0.05723458858895181
-81.859375,-0.02580240014463379,0.06397981911265882
-81.85875,-0.02546769319252568,0.06397981911265882
-81.858125,-0.02546769319252568,0.06397981911265882
-81.8575,-0.02580240014463379,0.06465434216502952
-81.856875,-0.02546769319252568,0.06161898842936136
-81.85625,-0.0207817958630121,0.05622280401039575
-81.855625,-0.02312474452776889,0.05723458858895181
-81.855,-0.02145120976722833,0.05622280401039575
-81.854375,-0.02245533062355266,0.0558855424842104
-81.85375000000001,-0.02178591671934618,0.06735243437434546
-81.85312500000001,-0.02011238195882023,0.0568973270629186
-81.85250000000001,-0.0194429680545894,0.05554828095804468
